location 	rooms 	housetype 	area 	price 	unitprice 	year 	floor 	elevator 	condition 	lot 	energy
Taka-töölö 	4 h, k, kh, wc, p 	kt 	106,50 	695000 	6526 	1938 	4/7 	on 	hyvä 	oma 	D2007
Pitäjänmäki 	4h+k+kph+sauna+... 	kt 	112,00 	541000 	4830 	2008 	5/6 	on 	hyvä 	oma 	C2015
Ruskeasuo 	4h+k+saunaosast... 	rt 	142,00 	467500 	3292 	1974 	1/2 	ei 	tyyd. 	oma 	E2018
Vuosaari 	4h, k, s + las.... 	kt 	90,50 	252000 	2785 	1995 	1/3 	on 	hyvä 	vuokra 	D2007
Laajasalo 	4h + k 	kt 	91,00 	170000 	1868 	1970 	3/3 	ei 	hyvä 	vuokra 	E2013
Aurinkolahti 	4-5 h, k, s, kh... 	rt 	116,00 	480000 	4138 	2005 	1/2 	ei 	tyyd. 	oma 	D2013
Torpparinmäki 	4-5 h, k, kph/3... 	ok 	118,00 	205000 	1737 	1991 	-1/2 	ei 	huono 	vuokra 	
Etu-töölö 	3-4 h, avokeitt... 	kt 	121,00 	930000 	7686 	1924 	6/6 	on 	hyvä 	oma 	D2007
Niemenmäki 	4h, k, rt, th, ... 	rt 	210,00 	620000 	2952 	1962 	1/2 	ei 	tyyd. 	vuokra 	
Paloheinä 	4h, k, kph/wc, ... 	ok 	97,00 	441000 	4546 	2012 	-1/2 	ei 	hyvä 	oma 	D
Aurinkolahti 	4h, k, s 	kt 	98,50 	370000 	3756 	2004 	2/5 	on 	hyvä 	oma 	F2013
Itäkeskus 	5h, k, s ja las... 	kt 	103,00 	267000 	2592 	1981 	3/4 	on 	hyvä 	vuokra 	E2007
Töyrynummi 	4 -5h, k, s 	rt 	109,00 	337000 	3092 	2001 	-1/2 	ei 	tyyd. 	oma 	D2013
Tapaninvainio 	3-4h, k, 2 x er... 	rt 	138,00 	430000 	3116 	1999 	2/2 	ei 	hyvä 	oma 	E2016
Metsälä 	4h+k+kph+ph+s+2... 	kt 	170,00 	411528 	2421 	1961 	1/2 	ei 	tyyd. 	oma 	E2013
Vuosaari 	3-4h+k+s 	rt 	93,00 	284000 	3054 	2000 	1/2 	ei 	hyvä 	vuokra 	E
Kamppi 	4 h, k, halli, ... 	kt 	115,00 	728000 	6330 	1927 	2/5 	on 	hyvä 	oma 	G2007
Munkkiniemi 	5h, k, kph, 2x ... 	kt 	120,00 	725000 	6042 	1964 	4/6 	on 	hyvä 	oma 	F
Paloheinä 	5h+k+s+aputilat+at 	rt 	185,00 	580000 	3135 	1990 	-1/2 	ei 	hyvä 	oma 	B
Vesala 	k, rt/mh, oh, k... 	ok 	197,00 	395000 	2005 	2019 	-1/2 	ei 	hyvä 	oma 	
Munkkiniemi 	6h,k,kph x2,wc ... 	rt 	223,00 	1120000 	5022 	1969 	3/3 	ei 	tyyd. 	oma 	E2007
Jätkäsaari 	4h, kt, s 	kt 	91,50 	457500 	5000 	2021 	4/5 	on 	hyvä 	vuokra 	B2018
Herttoniemenranta 	4h, k, rt, kph,... 	kt 	104,00 	461000 	4433 	2002 	3/5 	on 	hyvä 	vuokra 	D2013
Vuosaari 	4-5h+k+s 	rt 	114,00 	299000 	2623 	1986 	1/1 	ei 	tyyd. 	oma 	E2018
Viikinmäki 	5h, k, s 	kt 	95,50 	372000 	3895 	2005 	8/8 	on 	tyyd. 	vuokra 	D2007
Tapanila 	5h, k, s/ph/khh... 	ok 	154,00 	590000 	3831 	2003 	-1/2 	ei 	hyvä 	oma 	
Länsi-pakila 	5h, k, tkh, khh... 	rt 	162,00 	440000 	2716 	1990 	1/2 	ei 	hyvä 	oma 	
Mellunkylä 	4h, avok, kh, e... 	kt 	73,00 	239500 	3281 	2020 	2/5 	on 	hyvä 	vuokra 	B2018
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	72,00 	287000 	3986 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Alppikylä 	4h, kk, kph/s,... 	rt 	90,50 	303000 	3348 	2018 	1/2 	ei 	hyvä 	vuokra 	C
Niemenmäki 	6h, k, kph, wc,... 	kt 	119,00 	450000 	3782 	1962 	6/10 	on 	tyyd. 	vuokra 	E2007
Lauttasaari 	4h, avok, ask.h... 	rt 	143,00 	798000 	5580 	1984 	-1/3 	ei 	tyyd. 	oma 	
Sepänmäki 	6h,avok,s 	rt 	178,00 	310000 	1742 	2010 	3/3 	ei 	hyvä 	oma 	
Puotinharju 	4h, k 	kt 	81,00 	210000 	2593 	1963 	7/7 	on 	tyyd. 	vuokra 	E2007
Vartiokylä 	3-4 h+k+erill.w... 	rt 	87,00 	324000 	3724 	2000 	1/2 	ei 	hyvä 	vuokra 	D
Munkkiniemi 	4H+KT+S 	kt 	92,00 	683500 	7429 	2019 	6/9 	ei 	hyvä 	oma 	C2013
Vuosaari 	4h+k+kph+s+wc+l... 	kt 	103,00 	312000 	3029 	2001 	5/7 	on 	hyvä 	vuokra 	F2013
Kruununhaka 	5h, k, kph, s, ... 	kt 	194,80 	1000000 	5133 	1911 	2/5 	on 	tyyd. 	oma 	F2013
Katajanokka 	6h+k+spa+2xwc+a... 	kt 	251,00 	2000000 	7968 	1897 	3/4 	on 	hyvä 	oma 	F2013
Kivikko 	4h, k, kph, s, ... 	kt 	89,00 	246000 	2764 	1999 	1/4 	on 	tyyd. 	vuokra 	F2007
Herttoniemi 	3-4h+k+kph+wc+p 	kt 	89,00 	412000 	4629 	1954 	4/4 	ei 	hyvä 	vuokra 	D2007
Tapaninvainio 	4h+k+ruokailut.... 	kt 	99,00 	207500 	2096 	1971 	2/3 	ei 	tyyd. 	oma 	E2013
Herttoniemi 	3h+avok, tkh, k... 	rt 	87,00 	327000 	3759 	2001 	2/2 	ei 	hyvä 	vuokra 	D2013
Oulunkylä 	4h, k, 2 x kph,... 	rt 	87,50 	359000 	4103 	1983 	-1/2 	ei 	tyyd. 	oma 	D2013
Torpparinmäki 	4h, k, rt, takk... 	rt 	99,00 	272000 	2747 	1982 	2/2 	ei 	tyyd. 	vuokra 	E2018
Punavuori 	4h+k+ph+k+2 kph... 	kt 	101,50 	750000 	7389 	1904 	4/4 	ei 	tyyd. 	oma 	G2013
Ruoholahti 	4h, k, kph, s-o... 	kt 	102,00 	585000 	5735 	1995 	1/6 	on 	hyvä 	oma 	
Myllypuro 	4 huonetta, kei... 	ok 	150,00 	557000 	3713 	2019 	-1/1 	ei 	hyvä 	oma 	B2013
Etu-töölö 	5h, halli, keit... 	kt 	187,00 	1270000 	6791 	1927 	3/6 	ei 	hyvä 	oma 	D2007
Lassila 	4h+k+kph-s+eril... 	kt 	87,50 	291000 	3326 	1983 	6/6 	on 	tyyd. 	oma 	E2013
Katajanokka 	4h, k, s, las. ... 	kt 	93,50 	745000 	7968 	2007 	2/5 	on 	hyvä 	oma 	
Kluuvi 	4 h, k, s, wc, p 	kt 	146,00 	1300989 	8911 	1913 	3/6 	on 	hyvä 	oma 	E2007
Katajanokka 	4-7h,k,s,khh,2w... 	kt 	193,00 	2245720 	11636 	1940 	-1/8 	on 	hyvä 	oma 	C2018
Munkkivuori 	5h+k+p+vh+kh+wc 	kt 	85,50 	400000 	4678 	1957 	2/5 	ei 	tyyd. 	vuokra 	G2013
Heikinlaakso 	4 h, k, kh, ph,... 	ok 	87,00 	255000 	2931 	1964 	1/2 	ei 	  	oma 	
Pitäjänmäki 	4h+k+kph+s+wc+v... 	kt 	89,50 	347000 	3877 	1998 	3/5 	on 	tyyd. 	vuokra 	F2018
Malmi 	4h+k+aula+kph+k... 	ok 	123,00 	467000 	3797 	2012 	  	ei 	hyvä 	oma 	C2007
Mellunkylä 	5 h, k, kph, s,... 	ok 	127,00 	430000 	3386 	2014 	2/2 	ei 	hyvä 	oma 	C2013
Mellunkylä 	4 h, k, s, vara... 	kt 	98,10 	339000 	3456 	1989 	1/1 	ei 	hyvä 	oma 	
Länsi-pakila 	4h, k, s, khh, ... 	ok 	110,00 	398000 	3618 	1947 	-1/3 	ei 	hyvä 	vuokra 	
Itä-pakila 	5 h, k, 3 wc, s... 	ok 	130,00 	460000 	3538 	1950 	1/2 	ei 	tyyd. 	oma 	D2018
Konepaja 	3-4h, k, s, las... 	kt 	111,00 	628000 	5658 	2014 	5/6 	on 	hyvä 	oma 	B2018
Etu-töölö 	5h, k 	kt 	184,00 	1200000 	6522 	1928 	6/6 	ei 	tyyd. 	oma 	F2013
Tapaninkylä 	4h+avok+kph+s+w... 	rt 	93,50 	321000 	3433 	1989 	2/2 	ei 	hyvä 	vuokra 	E2013
Kuusisaari 	4h, k, kph, s, ... 	kt 	107,50 	540000 	5023 	1984 	2/2 	ei 	tyyd. 	oma 	G2013
Ullanlinna 	5h, avok, 2 kph... 	kt 	116,50 	850000 	7296 	2006 	-1/3 	on 	hyvä 	oma 	B2007
Jakomäki 	4h+k 	kt 	91,00 	163000 	1791 	1980 	1/3 	ei 	hyvä 	oma 	C2013
Suurmetsä 	4 h, k, kh, eri... 	kt 	97,00 	119000 	1227 	1971 	3/3 	ei 	tyyd. 	vuokra 	F2013
Länsi-pasila 	4h, k, kh, vh, ... 	kt 	99,50 	405000 	4070 	1983 	2/5 	on 	tyyd. 	vuokra 	F2013
Vesala 	5h+k+kph+s+wc+t... 	ok 	119,00 	299000 	2513 	1988 	2/2 	ei 	tyyd. 	oma 	
Paloheinä 	4 h, k, kph, sa... 	ok 	101,00 	360000 	3564 	1981 	1/1 	ei 	hyvä 	oma 	E2018
Yliskylä 	4h+kk+s 	rt 	110,00 	389000 	3536 	1976 	2/2 	ei 	tyyd. 	oma 	E2013
Vuosaari 	4-5h+k+s+tkh+kh... 	rt 	153,00 	415000 	2712 	1999 	1/3 	ei 	hyvä 	oma 	C
Itä-pakila 	5-6 huonetta, k... 	ok 	125,00 	360000 	2880 	1960 	1/3 	ei 	hyvä 	oma 	
Viikinmäki 	4h, k, kph, wc,... 	kt 	78,00 	315000 	4038 	1964 	2/2 	ei 	hyvä 	oma 	
Kivikko 	5h, k, s/p, wc,... 	rt 	104,00 	304000 	2923 	2005 	-1/2 	ei 	hyvä 	vuokra 	F2007
Lauttasaari 	4h+k 	kt 	105,00 	395000 	3762 	1972 	7/9 	on 	huono 	oma 	E2018
Konala 	4h, k, rt, 2xkp... 	ok 	108,00 	340000 	3148 	2004 	-1/2 	ei 	hyvä 	vuokra 	E2013
Ullanlinna 	5h, k 	kt 	128,00 	1020000 	7969 	1923 	2/6 	on 	hyvä 	oma 	F2013
Veräjämäki 	4h, k, kph, eri... 	kt 	94,00 	394000 	4191 	1963 	2/3 	ei 	tyyd. 	vuokra 	G2013
Puistola 	5h, k, s/kph/, ... 	rt 	102,40 	627500 	6128 	2015 	1/2 	ei 	hyvä 	oma 	C
Punavuori 	4h ,k 	kt 	75,00 	680000 	9067 	1927 	4/5 	on 	hyvä 	oma 	E2018
Pitäjänmäki 	4h+k+kph-wc+ete... 	kt 	82,00 	250000 	3049 	1957 	3/3 	ei 	hyvä 	oma 	G2013
Lauttasaari 	4h, avok, lasit... 	kt 	87,00 	592000 	6805 	1958 	3/4 	on 	hyvä 	oma 	F2013
Konala 	4h, k, erilline... 	rt 	95,50 	321000 	3361 	2007 	  	ei 	hyvä 	vuokra 	D2013
Torpparinmäki 	5h+k+kph+khh+s 	ok 	126,00 	205000 	1627 	1958 	3/3 	ei 	tyyd. 	oma 	
Itä-pakila 	5 h, avok., kph... 	ok 	127,00 	585500 	4610 	2017 	-1/1 	ei 	hyvä 	oma 	B2013
Mellunmäki 	4h, k, s 	rt 	85,00 	325000 	3824 	2017 	2/2 	ei 	hyvä 	vuokra 	C2013
Pohjois-haaga 	4h, k, rt, 2x w... 	kt 	85,50 	398000 	4655 	1957 	1/4 	ei 	hyvä 	oma 	F2013
Jätkäsaari 	4h, kt, s 	kt 	91,50 	439200 	4800 	2021 	2/5 	on 	hyvä 	vuokra 	B2018
Mellunkylä 	3-4h+k+kph+s+2 ... 	rt 	96,00 	280000 	2917 	1992 	1/2 	ei 	tyyd. 	oma 	
Heikinlaakso 	4h+kt+s 	rt 	103,00 	450000 	4369 	2017 	1/1 	ei 	hyvä 	oma 	C2013
Malmi 	4h, k, s, kph, ... 	ok 	108,00 	266000 	2463 	1954 	-1/3 	ei 	tyyd. 	vuokra 	
Etu-töölö 	4h, k, kh, 2 x ... 	kt 	125,00 	1055000 	8440 	1910 	2/6 	on 	tyyd. 	oma 	F2013
Maunula 	4h+k+kh+wc 	kt 	77,00 	245000 	3182 	1963 	2/4 	on 	tyyd. 	vuokra 	F2013
Kannelmäki 	4h+k+s 	rt 	90,00 	280000 	3111 	1990 	2/2 	ei 	tyyd. 	vuokra 	E2013
Metsälä 	4h+k+kh+saunaos... 	ok 	135,00 	390000 	2889 	1949 	2/2 	ei 	tyyd. 	oma 	D2018
Tapaninkylä 	4h+kt+s+parveke... 	rt 	91,50 	350000 	3825 	2016 	2/2 	ei 	hyvä 	vuokra 	C2013
Tapaninkylä 	5h, k, s 	ok 	127,00 	422000 	3323 	2001 	-1/2 	ei 	hyvä 	oma 	D2013
Länsi-pakila 	3-4h, avok., kp... 	rt 	80,50 	465000 	5776 	2019 	1/1 	ei 	hyvä 	oma 	B2018
Länsi-pakila 	3-4h, avok., kp... 	rt 	80,50 	465000 	5776 	2019 	1/1 	ei 	hyvä 	oma 	B2018
Myllypuro 	4h, keittiö... 	kt 	89,00 	214000 	2404 	1965 	4/8 	on 	tyyd. 	vuokra 	F2013
Kamppi 	4h+k+halli+2et+... 	kt 	105,00 	665000 	6333 	1929 	4/5 	on 	tyyd. 	oma 	G2013
Paloheinä 	4h+k+sauna+auto... 	rt 	85,00 	319000 	3753 	1978 	1/2 	ei 	hyvä 	oma 	D
Kivikko 	4h+k+s+piha 	rt 	95,00 	309000 	3253 	2005 	1/2 	ei 	hyvä 	vuokra 	F2007
Malmi 	Alakerta: oh, k... 	ok 	132,00 	315000 	2386 	1939 	-1/3 	ei 	tyyd. 	oma 	
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	72,00 	284000 	3944 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Kannelmäki 	4h+k+s 	rt 	92,00 	275000 	2989 	1991 	1/2 	ei 	tyyd. 	vuokra 	D2013
Kamppi 	5h+k+kh+2wc 	kt 	169,00 	1365000 	8077 	1905 	3/5 	on 	tyyd. 	oma 	G2013
Kamppi 	5h, avok, kph, ... 	kt 	175,00 	1435000 	8200 	1924 	3/5 	on 	hyvä 	oma 	C2007
Vartiokylä 	4h, k, rt, kph,... 	kt 	80,50 	250000 	3106 	2000 	3/5 	on 	tyyd. 	vuokra 	E2007
Etelä-haaga 	3h+rt+k+kph+las... 	kt 	89,00 	386000 	4337 	1979 	2/3 	ei 	tyyd. 	oma 	D2007
Munkkiniemi 	6h+k+parv. 	kt 	212,00 	1090000 	5142 	1956 	3/4 	on 	tyyd. 	oma 	E2007
Torpparinmäki 	4h, k, erillis ... 	ok 	218,00 	630000 	2890 	2005 	2/2 	ei 	hyvä 	oma 	D2018
Roihuvuori 	4h+k+kph+wc+p 	kt 	84,00 	290000 	3452 	1963 	1/3 	ei 	tyyd. 	vuokra 	E2007
Itä-pakila 	4,k,kph,erillin... 	kt 	90,00 	253000 	2811 	1968 	2/2 	ei 	hyvä 	oma 	D2007
Puistola 	4h+k+kph+s+parv... 	rt 	100,00 	314000 	3140 	1984 	-1/2 	ei 	hyvä 	oma 	F2013
Konala 	4h, k, rh, kph,... 	ok 	104,00 	325000 	3125 	2004 	2/2 	ei 	hyvä 	vuokra 	F2013
Taka-töölö 	4h + k + kph + ... 	kt 	104,00 	812500 	7813 	1937 	5/6 	on 	hyvä 	oma 	G2013
Munkkiniemi 	5h, k, kph, eri... 	kt 	107,00 	515000 	4813 	1939 	5/6 	on 	tyyd. 	oma 	E2018
Paloheinä 	4-5h, k, kph, s... 	rt 	125,00 	320000 	2560 	1985 	1/1 	ei 	tyyd. 	oma 	
Vartioharju 	oh+avok+2mh+tak... 	rt 	130,00 	452500 	3481 	1987 	2/2 	ei 	hyvä 	oma 	E2013
Lauttasaari 	4-6h+kt+lasitet... 	kt 	141,00 	1200000 	8511 	2013 	6/6 	on 	hyvä 	oma 	B2013
Länsi-pakila 	4h, k, s, kph, ... 	ok 	149,00 	278000 	1866 	1978 	-1/2 	ei 	huono 	oma 	
Vanhankaupunginkoski 	4h,k,s,2kph,2wc... 	rt 	152,50 	840000 	5508 	2011 	-1/3 	ei 	hyvä 	vuokra 	A2007
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	72,00 	285000 	3958 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Munkkivuori 	5h, k, kph, par... 	kt 	86,40 	390000 	4514 	1958 	2/3 	ei 	hyvä 	vuokra 	D2018
Pukinmäki 	4-5 h, avokeitt... 	kt 	88,00 	259000 	2943 	1981 	3/3 	ei 	hyvä 	oma 	F2013
Tapaninvainio 	4h+k+s, yhti... 	ok 	96,50 	300000 	3109 	1956 	  	ei 	hyvä 	oma 	B2018
Töölö 	5h, k, kph, sau... 	kt 	99,90 	952000 	9530 	1954 	6/7 	on 	tyyd. 	oma 	G2013
Malmi 	5H, KT, S 	rt 	120,00 	428000 	3567 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Lauttasaari 	5-6h, k, rt, s,... 	kt 	181,50 	1740000 	9587 	2015 	3/4 	on 	hyvä 	oma 	A2007
Kannelmäki 	4h + k + khh + ... 	rt 	100,00 	339000 	3390 	2008 	1/2 	ei 	hyvä 	vuokra 	E2013
Vartiokylä 	4h, k, s 	ok 	108,00 	380000 	3519 	1994 	  	ei 	tyyd. 	oma 	E2018
Töölö 	4h+k+vh+kph+wc ... 	kt 	119,50 	749000 	6268 	1927 	3/6 	on 	hyvä 	oma 	D2007
Myllypuro 	4h, k, s, parve... 	rt 	96,00 	335000 	3490 	2013 	1/2 	ei 	hyvä 	vuokra 	C2017
Itä-pakila 	4 h, avokeitti&... 	rt 	127,50 	550000 	4314 	2007 	1/2 	ei 	hyvä 	oma 	C2013
Aurinkolahti 	5h, k, s, vh, k... 	kt 	116,00 	520000 	4483 	2015 	8/13 	on 	hyvä 	oma 	C2007
Itä-pakila 	5-6h, k, 2xkph,... 	rt 	212,00 	540000 	2547 	1986 	-1/2 	ei 	hyvä 	oma 	
Taka-töölö 	4h+avok+kph+wc 	kt 	76,00 	527000 	6934 	1938 	5/6 	on 	hyvä 	oma 	D2007
Jätkäsaari 	4h, kt, s 	kt 	107,00 	535000 	5000 	2021 	2/7 	on 	hyvä 	vuokra 	B2018
Etelä-haaga 	5h, k, kph, wc,... 	kt 	118,50 	575000 	4852 	1972 	4/4 	on 	hyvä 	oma 	F2015
Heikinlaakso 	5-6h+k+rt+2wc+s... 	rt 	143,00 	317000 	2217 	1990 	2/2 	ei 	hyvä 	oma 	
Länsi-pakila 	4h, k, kph, s, ... 	rt 	79,00 	305000 	3861 	1966 	1/1 	ei 	hyvä 	oma 	E2007
Pikku huopalahti 	4h, k, s 	kt 	92,50 	500000 	5405 	2005 	1/5 	on 	hyvä 	oma 	G2013
Viikki 	4-5h, k, sauna/... 	kt 	95,50 	373000 	3906 	2013 	3/6 	on 	hyvä 	vuokra 	D2018
Lauttasaari 	4h, k 	kt 	95,50 	440000 	4607 	1974 	1/7 	on 	tyyd. 	oma 	D2007
Laajasalo 	5h, k, s 	rt 	202,00 	355000 	1757 	1974 	1/2 	ei 	huono 	vuokra 	E2013
Käpylä 	4 h, avok/rt, k... 	rt 	98,00 	552000 	5633 	1925 	1/2 	ei 	hyvä 	vuokra 	
Etelä-haaga 	5h, k, rt, takk... 	rt 	212,00 	725000 	3420 	1959 	1/3 	ei 	hyvä 	oma 	
Oulunkylä 	6 h, k/rt, kh, ... 	rt 	254,00 	570000 	2244 	1974 	1/2 	ei 	hyvä 	oma 	C2018
Kumpula 	4h, keittö... 	kt 	84,50 	349000 	4130 	1988 	2/3 	ei 	hyvä 	vuokra 	F2007
Pihlajamäki 	3-4 h + k+ kph ... 	kt 	67,50 	160900 	2384 	1963 	2/4 	ei 	tyyd. 	vuokra 	E2013
Munkkivuori 	4h+k+kph+vh+las... 	kt 	76,00 	353876 	4656 	1957 	1/3 	ei 	tyyd. 	vuokra 	E2007
Konepaja 	4h, k, kph, wc,... 	kt 	97,50 	639750 	6562 	2016 	4/5 	on 	hyvä 	oma 	C2013
Kruununhaka 	4-5h+k+2kph+s+2... 	kt 	135,00 	945000 	7000 	1989 	2/5 	on 	tyyd. 	oma 	B2013
Taka-töölö 	5h, k, halli, k... 	kt 	139,00 	740000 	5324 	1937 	4/6 	on 	tyyd. 	oma 	D2007
Itä-pakila 	4h, k, s, autok... 	rt 	93,00 	380000 	4086 	2000 	1/1 	ei 	hyvä 	oma 	F
Niemenmäki 	4h+k+kph+wc+parv. 	kt 	105,50 	425000 	4028 	1963 	3/8 	on 	tyyd. 	oma 	E2018
Viikinmäki 	4h+k+2kph+s+var... 	rt 	106,00 	480000 	4528 	2014 	2/2 	on 	hyvä 	vuokra 	C2018
Kannelmäki 	4-5h+k+kph+2x wc+s 	rt 	107,00 	222000 	2075 	1960 	2/2 	ei 	tyyd. 	vuokra 	E2007
Kamppi 	5 h, k, s, p, t... 	kt 	119,50 	780000 	6527 	1981 	7/7 	on 	tyyd. 	oma 	E2013
Vuosaari 	5h, k, kph, wc,... 	kt 	96,40 	245000 	2541 	1964 	3/5 	on 	hyvä 	oma 	F2013
Konala 	4h + kk 	kt 	62,00 	168000 	2710 	1964 	3/3 	ei 	tyyd. 	oma 	E2013
Pihlajamäki 	3-4h+k+p 	kt 	67,50 	170000 	2519 	1962 	2/4 	ei 	tyyd. 	vuokra 	E2007
Vartiokylä 	3-4h, avok, eri... 	rt 	92,50 	325000 	3514 	1985 	2/2 	ei 	hyvä 	vuokra 	E2007
Pihlajamäki 	4 h+ k+kph+lasi... 	kt 	67,50 	155000 	2296 	1963 	2/3 	ei 	tyyd. 	vuokra 	
Kontula 	5h, k, kph, eri... 	kt 	92,00 	139610 	1517 	1967 	4/8 	on 	tyyd. 	vuokra 	G
Taka-töölö 	5h+ph+k 	kt 	154,00 	635000 	4123 	1926 	2/6 	on 	tyyd. 	oma 	F2007
Vuosaari 	4h, k, kph, par... 	kt 	82,00 	225000 	2744 	1964 	2/3 	on 	hyvä 	oma 	
Vartioharju 	5h (2mh,oh,2var... 	rt 	172,00 	500000 	2907 	1999 	4/4 	ei 	hyvä 	oma 	
Käpylä 	3-4h + k + kph 	kt 	64,00 	347000 	5422 	1944 	4/4 	ei 	tyyd. 	vuokra 	E2007
Lauttasaari 	4h+avok+kph+las.p 	kt 	73,00 	675000 	9247 	2019 	8/8 	on 	hyvä 	oma 	C2013
Lauttasaari 	4h, k, kph, las... 	kt 	95,50 	478000 	5005 	1974 	6/7 	on 	hyvä 	oma 	D2007
Jollas 	3h, k, s, 2 kph... 	rt 	118,00 	340000 	2881 	1986 	1/2 	ei 	hyvä 	oma 	D2007
Vuosaari 	4h, avok, takka... 	rt 	127,00 	280000 	2205 	1980 	1/2 	ei 	tyyd. 	oma 	E2007
Honkasuo, malminkartano 	3-4h, k, s, kph... 	rt 	72,00 	285000 	3958 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Mellunkylä 	4h + k+ s 	rt 	96,00 	271000 	2823 	1990 	1/1 	ei 	tyyd. 	oma 	E2007
Taka-töölö 	3-4h,k,halli,kp... 	kt 	112,00 	540000 	4821 	1925 	5/6 	on 	tyyd. 	oma 	D2007
Etu-töölö 	4 h, k, halli, ... 	kt 	130,00 	950000 	7308 	1911 	2/5 	ei 	tyyd. 	oma 	F2013
Etu-töölö 	5-6h+k+2xkph/wc... 	kt 	280,00 	1400000 	5000 	1926 	3/6 	on 	hyvä 	oma 	G
Kontula 	4h+k+kh+wc+parv 	kt 	78,00 	118000 	1513 	1967 	3/3 	ei 	tyyd. 	vuokra 	D2013
Käpylä 	5h+k 	kt 	99,00 	450000 	4545 	1954 	2/3 	ei 	tyyd. 	vuokra 	E2007
Kaivopuisto 	3-4h, k, kph, e... 	kt 	100,00 	1050000 	10500 	1939 	2/4 	on 	tyyd. 	oma 	E2018
Itä-pakila 	4h, k, s 	rt 	86,00 	345000 	4012 	1982 	-1/2 	ei 	hyvä 	oma 	D
Ramsinniemi 	4h+kt+s+var 	rt 	110,00 	480000 	4364 	2012 	1/2 	ei 	hyvä 	oma 	D2007
Munkkiniemi 	4h, k, kph, eri... 	kt 	112,00 	590000 	5268 	1962 	1/3 	ei 	tyyd. 	oma 	
Malmi 	4h+k+kph+erill.... 	kt 	82,50 	219000 	2655 	1985 	3/4 	ei 	tyyd. 	vuokra 	
Pohjois-haaga 	4h, k, kph, wc,... 	kt 	91,40 	215500 	2358 	1973 	2/4 	on 	tyyd. 	vuokra 	E2007
Malminkartano 	4h+k+kph-s-wc+e... 	kt 	108,00 	235000 	2176 	1985 	-1/3 	ei 	tyyd. 	vuokra 	D2018
Vesala 	4+k 	kt 	85,50 	160000 	1871 	1990 	2/3 	ei 	hyvä 	vuokra 	E2007
Paloheinä 	4-5h, k, kph, s... 	rt 	89,50 	377000 	4212 	1975 	1/1 	ei 	hyvä 	oma 	
Jätkäsaari 	5h, kt, s 	kt 	110,00 	550000 	5000 	2021 	4/7 	on 	hyvä 	vuokra 	B2018
Vuosaari 	3-4h, k, kph, w... 	kt 	84,00 	250000 	2976 	1994 	4/5 	on 	tyyd. 	vuokra 	F2013
Malmi 	4h, k, rt, kph,... 	kt 	95,50 	230000 	2408 	1986 	3/4 	ei 	tyyd. 	vuokra 	E
Etu-töölö 	4 huonetta, hal... 	kt 	117,00 	597000 	5103 	1928 	5/7 	on 	hyvä 	oma 	F2013
Kruununhaka 	4-5h+k+rt+2 kph... 	kt 	198,00 	1100000 	5556 	1911 	6/6 	on 	hyvä 	oma 	E2007
Itä-pakila 	5-7h, k, apuk.,... 	ok 	282,00 	575000 	2039 	1973 	-1/2 	ei 	tyyd. 	oma 	D2018
Länsi-pakila 	4-5h, k, 2kph/3... 	ok 	132,00 	575000 	4356 	2000 	3/3 	ei 	hyvä 	oma 	D2013
Punavuori 	4h+k+s 	kt 	114,50 	848000 	7406 	2000 	5/8 	ei 	tyyd. 	oma 	C2007
Kaartinkaupunki 	5 h+k 	kt 	138,50 	1040000 	7509 	1890 	2/4 	on 	hyvä 	oma 	G2013
Vartiokylä 	3-4h+avok+kph+s... 	rt 	94,50 	330000 	3492 	1982 	-1/2 	ei 	hyvä 	oma 	E2007
Suutarila 	4h, k, ruokailu... 	rt 	97,00 	252000 	2598 	1985 	1/2 	ei 	hyvä 	vuokra 	D2007
Kamppi 	4h, k, kph, s 	kt 	153,00 	995000 	6503 	1906 	4/7 	on 	hyvä 	oma 	
Kuninkaantammi 	4h, avok, kph, ... 	kt 	81,50 	325000 	3988 	2016 	2/4 	on 	hyvä 	oma 	C2013
Malmi 	4H, KT, S 	rt 	96,00 	354684 	3695 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Oulunkylä 	4h+k+s 	rt 	98,00 	380500 	3883 	1980 	2/2 	ei 	tyyd. 	oma 	D2018
Malmi 	4H, KT, S 	rt 	101,00 	382890 	3791 	2020 	1/2 	ei 	hyvä 	vuokra 	B2018
Munkkivuori 	4h+k+2 kph+aska... 	kt 	86,50 	516000 	5965 	1958 	  	ei 	huono 	oma 	
Etelä-haaga 	4 h, k, s, lasi... 	kt 	106,00 	449500 	4241 	1974 	1/3 	ei 	hyvä 	oma 	E2007
Vesala 	4 h, k ja (saun... 	rt 	81,00 	400000 	4938 	2008 	1/3 	ei 	hyvä 	oma 	
Vuosaari 	4h, k, kph, par... 	kt 	82,00 	235000 	2866 	1964 	2/3 	on 	hyvä 	oma 	
